id,max_stack,skills,abilities,name,req_level,req_race,req_alignment,req_body_type,req_body_part,req_constitution,req_competence,req_development,req_int_gp,req_str_gp,req_dex_gp,req_tgh_gp,req_wis_gp,req_med_gp,req_sth_gp,req_per_gp,req_dodge_cp,req_block_cp,req_mma_cp,req_finesse_cp,req_crude_cp,req_archery_cp,req_firearms_cp,req_thrown_cp,req_bite_cp,req_claw_cp,req_swipe_cp,req_sting_cp,mod_ms_cap,mod_gp_cap,mod_cp_cap,mod_composure,mod_stamina,mod_ms,mod_evasion,mod_protection,mod_wrestling,mod_total_hp_incr,mod_body_phys_res,mod_body_elem_res,mod_int_gp,mod_str_gp,mod_dex_gp,mod_tgh_gp,mod_wis_gp,mod_med_gp,mod_sth_gp,mod_per_gp,mod_dodge_cp,mod_block_cp,mod_mma_cp,mod_finesse_cp,mod_crude_cp,mod_archery_cp,mod_firearms_cp,mod_thrown_cp,mod_bite_cp,mod_claw_cp,mod_swipe_cp,mod_sting_cp,mod_eq_phys_res,mod_eq_elem_res,mod_weight,mod_ease,com_base_dmg,com_dmg_var,com_dmg_type,com_range_config,com_att_rat,com_armor_pen,com_reload_cycle,com_aoe,com_block_rat,com_quick_act,com_two_hand,com_rel_cp
heavy_radio_frequency_emitter,1,set_up_down,,Heavy radio-frequency emmiter,,,,,,,,9,5,4,1,0,,,,2,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,,,0,,,,,,1,firearm
rail_gun,1,,,Rail gun,,,,,,,,9,4,3,2,2,,,,2,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0,,,0,,1,,,,1,firearm
lightning_cannon,1,set_up_down,,Lightning canon,,,,,,,,9,5,4,1,4,,,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0,,,1,,1,,,,1,firearm
normal_tires,1,,,Normal Tires,,,,,,,,9,2,2,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,,,,,,,,,,,,,,R.Leg
armored_tires,1,,,Armored Tires,,,,,,,,9,2,3,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,,,,,R.Leg
fast_tires,1,,,Fast Tires,,,,,,,,9,2,1,2,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,R.Leg
normal_tracks,1,,"(light_footed, 1)",Normal Tracks,,,,,,,,9,2,1,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,,,,,,,,,,,,,,R.Leg
armored_tracks,1,,"(light_footed, 1)",Armored Tracks,,,,,,,,9,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,,,,,R.Leg
fast_tracks,1,,"(light_footed, 1)",Fast Tracks,,,,,,,,9,2,3,3,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,R.Leg
normal_propulsor,1,,"(hovering, 1)",Normal Propulsor,,,,,,,,9,3,2,3,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,,,,,,,,,,,,,,R.Leg
armored_propulsor,1,,"(hovering, 1)",Armored Propulsor,,,,,,,,9,3,3,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,,,,,R.Leg
fast_propulsor,1,,"(hovering, 1)",Fast Propulsor,,,,,,,,9,3,1,3,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,R.Leg
energy_bank_2,1,,,Energy bank (2),,,,,,,,9,3,1,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,Torso
energy_bank_3,1,,,Energy bank (3),,,,,,,,9,3,2,1,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,Torso
energy_bank_4,1,,,Energy bank (4),,,,,,,,9,3,2,1,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,Torso
energy_bank_5,1,,,Energy bank (5),,,,,,,,9,3,3,1,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,Torso
energy_bank_6,1,,,Energy bank (6),,,,,,,,9,3,3,1,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,,,,,,,,,,,,,,Torso
armored_energy_bank_2,1,,,Armored Energy bank (2),,,,,,,,9,3,2,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,,,,,Torso
armored_energy_bank_3,1,,,Armored Energy bank (3),,,,,,,,9,3,3,1,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,,,,,Torso
armored_energy_bank_4,1,,,Armored Energy bank (4),,,,,,,,9,3,3,1,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,,,,,Torso
armored_energy_bank_5,1,,,Armored Energy bank (5),,,,,,,,9,3,4,1,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,,,,,Torso
armored_energy_bank_6,1,,,Armored Energy bank (6),,,,,,,,9,3,4,1,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,,,,,Torso
light_energy_bank_2,1,,,Light Energy bank (2),,,,,,,,9,3,1,3,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,Torso
light_energy_bank_3,1,,,Light Energy bank (3),,,,,,,,9,3,1,3,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,Torso
light_energy_bank_4,1,,,Light Energy bank (4),,,,,,,,9,3,1,3,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,Torso
light_energy_bank_5,1,,,Light Energy bank (5),,,,,,,,9,3,1,3,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,Torso
light_energy_bank_6,1,,,Light Energy bank (6),,,,,,,,9,3,1,3,,,,,,,,,,,,,,,,,,,,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,Torso
light_protection,1,,,Light Protection,,,,,,,,9,2,1,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,Arms
normal_protection,1,,,Normal Protection,,,,,,,,9,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,,,,,,,,,,,,,,Arms
heavy_protection,1,,,Heavy Protection,,,,,,,,9,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,,,,,Arms
improve_damage_1,1,,"(enhance_damage, 1)",Improve damage (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
improve_damage_2,1,,"(enhance_damage, 2)",Improve damage (2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
improve_damage_3,1,,"(enhance_damage, 3)",Improve damage (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
improve_ar_1,1,,"(enhance_attack_rating, 1)",Improve AR (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
improve_protection_1,1,,"(enhance_protection, 1)",Improve protection (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
improve_protection_2,1,,"(enhance_protection, 2)",Improve protection (2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
improve_protection_3,1,,"(enhance_protection, 3)",Improve protection (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
